x,y
29.03726708074534, 3.54796320630749
30.12422360248447, 2.864651773981603
31.2111801242236, 3.1537450722733245
32.608695652173914, 3.54796320630749
33.38509316770186, 3.9684625492772665
34.93788819875776, 2.838370565045992
36.024844720496894, 2.838370565045992
36.024844720496894, 3.2325886990801576
35.24844720496894, 3.3114323258869907
38.81987577639751, 3.442838370565046
40.838509316770185, 3.574244415243101
39.90683229813664, 3.679369250985545
39.130434782608695, 3.9421813403416555
36.95652173913043, 4.231274638633377
33.22981366459627, 6.0183968462549275
38.19875776397515, 6.7279894875164254
43.01242236024844, 6.570302233902759
44.87577639751552, 6.176084099868594
49.06832298136646, 6.360052562417871
40.838509316770185, 4.178712220762155
42.0807453416149, 4.231274638633377
41.149068322981364, 4.520367936925099
42.0807453416149, 4.756898817345598
46.89440993788819, 3.8107752956636003
50.931677018633536, 3.600525624178712
51.70807453416149, 3.7844940867279893
51.086956521739125, 4.3889618922470435
47.981366459627324, 4.625492772667543
49.99999999999999, 4.704336399474376
51.086956521739125, 5.387647831800263
52.01863354037267, 5.57161629434954
53.105590062111794, 5.440210249671485
54.03726708074534, 4.914586070959264
54.19254658385093, 5.676741130091984
54.03726708074534, 6.7805519053876475
54.03726708074534, 7.201051248357424
52.17391304347826, 7.201051248357424
55.12422360248447, 7.332457293035479
50.931677018633536, 8.252299605781866
59.00621118012422, 8.462549277266755
59.16149068322981, 7.8580814717477
60.09316770186335, 6.649145860709592
61.02484472049689, 6.438896189224704
62.26708074534161, 6.07095926412615
62.26708074534161, 6.254927726675427
60.09316770186335, 5.9921156373193165
59.16149068322981, 6.07095926412615
57.919254658385086, 5.860709592641261
59.16149068322981, 5.755584756898817
59.3167701863354, 5.387647831800263
58.07453416149068, 5.30880420499343
60.8695652173913, 5.335085413929041
62.11180124223602, 5.1773981603153745
61.95652173913043, 4.862023653088042
63.81987577639751, 4.520367936925099
65.99378881987577, 4.520367936925099
67.0807453416149, 5.781865965834428
65.06211180124222, 6.044678055190539
64.90683229813664, 6.570302233902759
67.0807453416149, 6.7805519053876475
67.0807453416149, 6.7805519053876475
65.21739130434783, 7.09592641261498
65.99378881987577, 7.779237844940867
68.01242236024844, 7.647831800262812
61.02484472049689, 9.303547963206308
61.02484472049689, 9.303547963206308
61.180124223602476, 9.067017082785808
65.6832298136646, 9.724047306176084
68.01242236024844, 9.513797634691196
72.04968944099379, 8.488830486202366
70.80745341614906, 9.014454664914586
73.2919254658385, 7.884362680683311
73.2919254658385, 7.306176084099868
75.15527950310559, 6.885676741130092
70.96273291925465, 6.360052562417871
70.96273291925465, 6.07095926412615
74.22360248447204, 5.624178712220762
74.06832298136645, 5.413929040735874
79.03726708074534, 5.519053876478318
77.17391304347825, 6.202365308804205
79.96894409937887, 6.859395532194481
79.96894409937887, 6.859395532194481
80.12422360248446, 6.675427069645203
81.055900621118, 7.490144546649145
75.31055900621118, 8.147174770039422
77.01863354037266, 8.436268068331144
77.01863354037266, 8.699080157687254
78.88198757763975, 8.883048620236531
75.93167701863354, 9.697766097240473
70.80745341614906, 9.908015768725361
38.975155279503106, 5.30880420499343
55.27950310559006, 4.572930354796321
87.11180124223601, 5.151116951379763
105.90062111801241, 5.519053876478318
99.99999999999999, 7.09592641261498
99.8447204968944, 7.831800262812089
94.25465838509317, 7.726675427069645
93.01242236024844, 8.042049934296978
93.01242236024844, 8.042049934296978
93.01242236024844, 7.8580814717477
87.11180124223601, 7.647831800262812
85.8695652173913, 8.278580814717477
88.04347826086956, 9.224704336399475
79.96894409937887, 9.88173455978975
73.13664596273291, 10.249671484888305
72.04968944099379, 10.90670170827858
73.91304347826086, 11.14323258869908
78.1055900621118, 15.137976346911957
85.8695652173913, 15.558475689881734
86.80124223602483, 14.875164257555847
88.04347826086956, 14.796320630749014
