,RunId,seed,AgentID,Seat shuffle time (s),Seat shuffle type (A/B/C/D)
0,0,0,1,0.5,A
1,0,0,2,0.5,A
2,0,0,3,0.5,A
3,0,0,4,0.5,A
4,0,0,5,0.5,A
5,0,0,6,0.5,A
6,0,0,7,0.5,A
7,0,0,8,7.0,C
8,0,0,9,0.5,A
9,0,0,10,0.5,A
10,0,0,11,0.5,A
11,0,0,12,0.5,A
12,0,0,13,6.5,C
13,0,0,14,0.5,A
14,0,0,15,0.5,A
15,0,0,16,0.5,A
16,0,0,17,0.5,A
17,1,0,1,0.5,A
18,1,0,2,0.5,A
19,1,0,3,0.5,A
20,1,0,4,0.5,A
21,1,0,5,0.5,A
22,1,0,6,0.5,A
23,1,0,7,0.5,A
24,1,0,8,0.5,A
25,1,0,9,0.5,A
26,1,0,10,0.5,A
27,1,0,11,0.5,A
28,1,0,12,0.5,A
29,1,0,13,0.5,A
30,1,0,14,0.5,A
31,1,0,15,0.5,A
32,1,0,16,7.5,C
33,1,0,17,0.5,A
34,1,0,18,0.5,A
35,1,0,19,0.5,A
36,1,0,20,0.5,A
37,1,0,21,0.5,A
38,1,0,22,0.5,A
39,1,0,23,0.5,A
40,1,0,24,0.5,A
41,1,0,25,0.5,A
42,1,0,26,0.5,A
43,1,0,27,0.5,A
44,1,0,28,0.5,A
45,1,0,29,0.5,A
46,1,0,30,10.0,A
47,1,0,31,0.5,A
48,1,0,32,0.5,A
49,1,0,33,0.5,A
50,1,0,34,0.5,A
51,1,0,35,6.0,B
52,2,0,1,0.5,A
53,2,0,2,0.5,A
54,2,0,3,0.5,A
55,2,0,4,0.5,A
56,2,0,5,0.5,A
57,2,0,6,0.5,A
58,2,0,7,0.5,A
59,2,0,8,0.5,A
60,2,0,9,0.5,A
61,2,0,10,0.5,A
62,2,0,11,6.0,C
63,2,0,12,7.0,C
64,2,0,13,0.5,A
65,2,0,14,0.5,A
66,2,0,15,6.5,C
67,2,0,16,0.5,A
68,2,0,17,0.5,A
69,2,0,18,0.5,A
70,2,0,19,0.5,A
71,2,0,20,0.5,A
72,2,0,21,0.5,A
73,2,0,22,0.5,A
74,2,0,23,0.5,A
75,2,0,24,0.5,A
76,2,0,25,7.0,C
77,2,0,26,0.5,A
78,2,0,27,0.5,A
79,2,0,28,0.5,A
80,2,0,29,0.5,A
81,2,0,30,7.5,C
82,2,0,31,0.5,A
83,2,0,32,0.5,A
84,2,0,33,0.5,A
85,2,0,34,0.5,A
86,2,0,35,0.5,A
87,2,0,36,0.5,A
88,2,0,37,0.5,A
89,2,0,38,0.5,A
90,2,0,39,0.5,A
91,2,0,40,0.5,A
92,2,0,41,0.5,A
93,2,0,42,0.5,A
94,2,0,43,0.5,A
95,2,0,44,0.5,A
96,2,0,45,0.5,A
97,2,0,46,0.5,A
98,2,0,47,2.0,A
99,2,0,48,0.5,A
100,2,0,49,0.5,A
101,2,0,50,6.5,C
102,2,0,51,0.5,A
103,2,0,52,0.5,A
104,3,0,1,0.5,A
105,3,0,2,0.5,A
106,3,0,3,0.5,A
107,3,0,4,0.5,A
108,3,0,5,0.5,A
109,3,0,6,0.5,A
110,3,0,7,0.5,A
111,3,0,8,0.5,A
112,3,0,9,0.5,A
113,3,0,10,0.5,A
114,3,0,11,0.5,A
115,3,0,12,0.5,A
116,3,0,13,0.5,A
117,3,0,14,0.5,A
118,3,0,15,0.5,A
119,3,0,16,0.5,A
120,3,0,17,0.5,A
121,3,0,18,0.5,A
122,3,0,19,0.5,A
123,3,0,20,0.5,A
124,3,0,21,14.0,C
125,3,0,22,7.0,B
126,3,0,23,0.5,A
127,3,0,24,0.5,A
128,3,0,25,0.5,A
129,3,0,26,0.5,A
130,3,0,27,0.5,A
131,3,0,28,7.0,C
132,3,0,29,0.5,A
133,3,0,30,6.5,C
134,3,0,31,0.5,A
135,3,0,32,0.5,A
136,3,0,33,0.5,A
137,3,0,34,0.5,A
138,3,0,35,5.5,C
139,3,0,36,14.5,C
140,3,0,37,0.5,A
141,3,0,38,0.5,A
142,3,0,39,0.5,A
143,3,0,40,0.5,A
144,3,0,41,0.5,A
145,3,0,42,0.5,A
146,3,0,43,0.5,A
147,3,0,44,0.5,A
148,3,0,45,0.5,A
149,3,0,46,7.0,C
150,3,0,47,2.0,A
151,3,0,48,0.5,A
152,3,0,49,0.5,A
153,3,0,50,0.5,A
154,3,0,51,0.5,A
155,3,0,52,7.5,B
156,3,0,53,0.5,A
157,3,0,54,7.5,A
158,3,0,55,7.0,C
159,3,0,56,0.5,A
160,3,0,57,0.5,A
161,3,0,58,0.5,A
162,3,0,59,0.5,A
163,3,0,60,0.5,A
164,3,0,61,0.5,A
165,3,0,62,9.5,A
166,3,0,63,8.5,A
167,3,0,64,0.5,A
168,3,0,65,7.0,A
169,3,0,66,0.5,A
170,3,0,67,6.5,A
171,3,0,68,0.5,A
172,3,0,69,0.5,A
173,3,0,70,6.5,C
174,4,0,1,0.5,A
175,4,0,2,0.5,A
176,4,0,3,0.5,A
177,4,0,4,0.5,A
178,4,0,5,0.5,A
179,4,0,6,0.5,A
180,4,0,7,14.0,C
181,4,0,8,0.5,A
182,4,0,9,0.5,A
183,4,0,10,0.5,A
184,4,0,11,0.5,A
185,4,0,12,0.5,A
186,4,0,13,0.5,A
187,4,0,14,6.0,A
188,4,0,15,0.5,A
189,4,0,16,0.5,A
190,4,0,17,0.5,A
191,4,0,18,0.5,A
192,4,0,19,0.5,A
193,4,0,20,0.5,A
194,4,0,21,7.0,C
195,4,0,22,0.5,A
196,4,0,23,0.5,A
197,4,0,24,0.5,A
198,4,0,25,0.5,A
199,4,0,26,0.5,A
200,4,0,27,0.5,A
201,4,0,28,0.5,A
202,4,0,29,0.5,A
203,4,0,30,14.5,C
204,4,0,31,0.5,A
205,4,0,32,0.5,A
206,4,0,33,6.0,C
207,4,0,34,13.0,A
208,4,0,35,0.5,A
209,4,0,36,9.5,A
210,4,0,37,0.5,A
211,4,0,38,0.5,A
212,4,0,39,0.5,A
213,4,0,40,6.5,A
214,4,0,41,0.5,A
215,4,0,42,10.5,A
216,4,0,43,0.5,A
217,4,0,44,0.5,A
218,4,0,45,0.5,A
219,4,0,46,7.0,B
220,4,0,47,7.5,B
221,4,0,48,0.5,A
222,4,0,49,7.5,B
223,4,0,50,0.5,A
224,4,0,51,0.5,A
225,4,0,52,7.0,B
226,4,0,53,7.5,C
227,4,0,54,0.5,A
228,4,0,55,0.5,A
229,4,0,56,0.5,A
230,4,0,57,6.5,C
231,4,0,58,7.0,C
232,4,0,59,0.5,A
233,4,0,60,0.5,A
234,4,0,61,0.5,A
235,4,0,62,7.0,A
236,4,0,63,8.5,A
237,4,0,64,8.5,C
238,4,0,65,7.5,B
239,4,0,66,0.5,A
240,4,0,67,6.0,C
241,4,0,68,0.5,A
242,4,0,69,0.5,A
243,4,0,70,0.5,A
244,4,0,71,0.5,A
245,4,0,72,7.5,A
246,4,0,73,0.5,A
247,4,0,74,0.5,A
248,4,0,75,0.5,A
249,4,0,76,0.5,A
250,4,0,77,0.5,A
251,4,0,78,1.5,A
252,4,0,79,0.5,A
253,4,0,80,0.5,A
254,4,0,81,7.0,C
255,4,0,82,0.5,A
256,4,0,83,7.5,C
257,4,0,84,0.5,A
258,4,0,85,5.5,C
259,4,0,86,0.5,A
260,4,0,87,7.5,C
261,5,0,1,0.5,A
262,5,0,2,0.5,A
263,5,0,3,0.5,A
264,5,0,4,0.5,A
265,5,0,5,0.5,A
266,5,0,6,15.5,A
267,5,0,7,0.5,A
268,5,0,8,0.5,A
269,5,0,9,0.5,A
270,5,0,10,0.5,A
271,5,0,11,0.5,A
272,5,0,12,0.5,A
273,5,0,13,0.5,A
274,5,0,14,0.5,A
275,5,0,15,9.0,A
276,5,0,16,0.5,A
277,5,0,17,0.5,A
278,5,0,18,0.5,A
279,5,0,19,0.5,A
280,5,0,20,0.5,A
281,5,0,21,0.5,A
282,5,0,22,0.5,A
283,5,0,23,0.5,A
284,5,0,24,0.5,A
285,5,0,25,0.5,A
286,5,0,26,0.5,A
287,5,0,27,0.5,A
288,5,0,28,0.5,A
289,5,0,29,0.5,A
290,5,0,30,0.5,A
291,5,0,31,0.5,A
292,5,0,32,0.5,A
293,5,0,33,0.5,A
294,5,0,34,0.5,A
295,5,0,35,0.5,A
296,5,0,36,0.5,A
297,5,0,37,6.0,C
298,5,0,38,0.5,A
299,5,0,39,0.5,A
300,5,0,40,0.5,A
301,5,0,41,0.5,A
302,5,0,42,0.5,A
303,5,0,43,0.5,A
304,5,0,44,0.5,A
305,5,0,45,6.5,C
306,5,0,46,0.5,A
307,5,0,47,2.0,A
308,5,0,48,0.5,A
309,5,0,49,0.5,A
310,5,0,50,0.5,A
311,5,0,51,0.5,A
312,5,0,52,14.5,C
313,5,0,53,8.0,C
314,5,0,54,0.5,A
315,5,0,55,7.5,C
316,5,0,56,0.5,A
317,5,0,57,6.5,C
318,5,0,58,0.5,A
319,5,0,59,0.5,A
320,5,0,60,9.5,A
321,5,0,61,0.5,A
322,5,0,62,7.0,A
323,5,0,63,0.5,A
324,5,0,64,8.5,C
325,5,0,65,0.5,A
326,5,0,66,0.5,A
327,5,0,67,1.0,A
328,5,0,68,0.5,A
329,5,0,69,0.5,A
330,5,0,70,0.5,A
331,5,0,71,7.5,B
332,5,0,72,10.5,A
333,5,0,73,0.5,A
334,5,0,74,0.5,A
335,5,0,75,0.5,A
336,5,0,76,7.0,C
337,5,0,77,0.5,A
338,5,0,78,7.0,C
339,5,0,79,7.0,C
340,5,0,80,0.5,A
341,5,0,81,0.5,A
342,5,0,82,6.0,A
343,5,0,83,0.5,A
344,5,0,84,0.5,A
345,5,0,85,0.5,A
346,5,0,86,0.5,A
347,5,0,87,0.5,A
348,5,0,88,0.5,A
349,5,0,89,6.5,C
350,5,0,90,0.5,A
351,5,0,91,6.0,C
352,5,0,92,7.0,C
353,5,0,93,0.5,A
354,5,0,94,6.0,A
355,5,0,95,7.5,C
356,5,0,96,0.5,A
357,5,0,97,6.5,C
358,5,0,98,7.5,C
359,5,0,99,7.0,C
360,5,0,100,8.0,C
361,5,0,101,2.5,A
362,5,0,102,9.5,A
363,5,0,103,0.5,A
364,5,0,104,6.0,C
365,6,0,1,0.5,A
366,6,0,2,0.5,A
367,6,0,3,0.5,A
368,6,0,4,0.5,A
369,6,0,5,0.5,A
370,6,0,6,0.5,A
371,6,0,7,0.5,A
372,6,0,8,0.5,A
373,6,0,9,0.5,A
374,6,0,10,0.5,A
375,6,0,11,0.5,A
376,6,0,12,0.5,A
377,6,0,13,0.5,A
378,6,0,14,0.5,A
379,6,0,15,0.5,A
380,6,0,16,0.5,A
381,6,0,17,6.5,C
382,6,0,18,6.5,B
383,6,0,19,0.5,A
384,6,0,20,0.5,A
385,6,0,21,0.5,A
386,6,0,22,0.5,A
387,6,0,23,0.5,A
388,6,0,24,0.5,A
389,6,0,25,0.5,A
390,6,0,26,0.5,A
391,6,0,27,0.5,A
392,6,0,28,7.0,C
393,6,0,29,0.5,A
394,6,0,30,6.5,C
395,6,0,31,0.5,A
396,6,0,32,0.5,A
397,6,0,33,0.5,A
398,6,0,34,0.5,A
399,6,0,35,0.5,A
400,6,0,36,0.5,A
401,6,0,37,0.5,A
402,6,0,38,0.5,A
403,6,0,39,6.5,A
404,6,0,40,0.5,A
405,6,0,41,0.5,A
406,6,0,42,0.5,A
407,6,0,43,0.5,A
408,6,0,44,5.5,C
409,6,0,45,0.5,A
410,6,0,46,0.5,A
411,6,0,47,2.0,A
412,6,0,48,0.5,A
413,6,0,49,0.5,A
414,6,0,50,0.5,A
415,6,0,51,0.5,A
416,6,0,52,7.5,C
417,6,0,53,7.0,C
418,6,0,54,0.5,A
419,6,0,55,0.5,A
420,6,0,56,0.5,A
421,6,0,57,0.5,A
422,6,0,58,0.5,A
423,6,0,59,6.0,C
424,6,0,60,15.0,A
425,6,0,61,0.5,A
426,6,0,62,0.5,A
427,6,0,63,0.5,A
428,6,0,64,0.5,A
429,6,0,65,0.5,A
430,6,0,66,0.5,A
431,6,0,67,6.5,C
432,6,0,68,0.5,A
433,6,0,69,7.0,A
434,6,0,70,0.5,A
435,6,0,71,0.5,A
436,6,0,72,0.5,A
437,6,0,73,0.5,A
438,6,0,74,0.5,A
439,6,0,75,10.0,A
440,6,0,76,7.5,B
441,6,0,77,0.5,A
442,6,0,78,1.5,A
443,6,0,79,0.5,A
444,6,0,80,10.5,A
445,6,0,81,6.5,A
446,6,0,82,0.5,A
447,6,0,83,0.5,A
448,6,0,84,6.5,B
449,6,0,85,0.5,A
450,6,0,86,0.5,A
451,6,0,87,0.5,A
452,6,0,88,8.0,C
453,6,0,89,0.5,A
454,6,0,90,0.5,A
455,6,0,91,0.5,A
456,6,0,92,0.5,A
457,6,0,93,8.5,A
458,6,0,94,5.5,C
459,6,0,95,0.5,A
460,6,0,96,8.5,C
461,6,0,97,0.5,A
462,6,0,98,8.0,C
463,6,0,99,0.5,A
464,6,0,100,7.5,A
465,6,0,101,7.0,A
466,6,0,102,0.5,A
467,6,0,103,0.5,A
468,6,0,104,0.5,A
469,6,0,105,0.5,A
470,6,0,106,15.5,A
471,6,0,107,5.5,C
472,6,0,108,0.5,A
473,6,0,109,7.5,B
474,6,0,110,0.5,A
475,6,0,111,0.5,A
476,6,0,112,0.5,A
477,6,0,113,7.0,C
478,6,0,114,0.5,A
479,6,0,115,6.5,C
480,6,0,116,7.0,A
481,6,0,117,0.5,A
482,6,0,118,10.5,A
483,6,0,119,0.5,A
484,6,0,120,0.5,A
485,6,0,121,6.5,C
486,6,0,122,12.0,A
487,10,1,1,0.5,A
488,10,1,2,0.5,A
489,10,1,3,0.5,A
490,10,1,4,0.5,A
491,10,1,5,0.5,A
492,10,1,6,0.5,A
493,10,1,7,0.5,A
494,10,1,8,0.5,A
495,10,1,9,0.5,A
496,10,1,10,0.5,A
497,10,1,11,0.5,A
498,10,1,12,0.5,A
499,10,1,13,0.5,A
500,10,1,14,0.5,A
501,10,1,15,6.0,C
502,10,1,16,0.5,A
503,10,1,17,0.5,A
504,11,1,1,0.5,A
505,11,1,2,0.5,A
506,11,1,3,0.5,A
507,11,1,4,0.5,A
508,11,1,5,0.5,A
509,11,1,6,0.5,A
510,11,1,7,0.5,A
511,11,1,8,0.5,A
512,11,1,9,0.5,A
513,11,1,10,0.5,A
514,11,1,11,0.5,A
515,11,1,12,0.5,A
516,11,1,13,0.5,A
517,11,1,14,0.5,A
518,11,1,15,0.5,A
519,11,1,16,0.5,A
520,11,1,17,0.5,A
521,11,1,18,0.5,A
522,11,1,19,0.5,A
523,11,1,20,0.5,A
524,11,1,21,0.5,A
525,11,1,22,0.5,A
526,11,1,23,0.5,A
527,11,1,24,6.5,C
528,11,1,25,0.5,A
529,11,1,26,0.5,A
530,11,1,27,0.5,A
531,11,1,28,0.5,A
532,11,1,29,0.5,A
533,11,1,30,7.0,C
534,11,1,31,0.5,A
535,11,1,32,5.5,C
536,11,1,33,0.5,A
537,11,1,34,0.5,A
538,11,1,35,0.5,A
539,12,1,1,0.5,A
540,12,1,2,0.5,A
541,12,1,3,0.5,A
542,12,1,4,0.5,A
543,12,1,5,0.5,A
544,12,1,6,0.5,A
545,12,1,7,0.5,A
546,12,1,8,0.5,A
547,12,1,9,0.5,A
548,12,1,10,0.5,A
549,12,1,11,0.5,A
550,12,1,12,0.5,A
551,12,1,13,0.5,A
552,12,1,14,0.5,A
553,12,1,15,0.5,A
554,12,1,16,0.5,A
555,12,1,17,0.5,A
556,12,1,18,7.0,A
557,12,1,19,0.5,A
558,12,1,20,0.5,A
559,12,1,21,0.5,A
560,12,1,22,0.5,A
561,12,1,23,0.5,A
562,12,1,24,6.5,C
563,12,1,25,0.5,A
564,12,1,26,0.5,A
565,12,1,27,0.5,A
566,12,1,28,0.5,A
567,12,1,29,0.5,A
568,12,1,30,0.5,A
569,12,1,31,6.5,C
570,12,1,32,0.5,A
571,12,1,33,0.5,A
572,12,1,34,0.5,A
573,12,1,35,0.5,A
574,12,1,36,0.5,A
575,12,1,37,0.5,A
576,12,1,38,1.0,A
577,12,1,39,0.5,A
578,12,1,40,0.5,A
579,12,1,41,0.5,A
580,12,1,42,0.5,A
581,12,1,43,0.5,A
582,12,1,44,0.5,A
583,12,1,45,0.5,A
584,12,1,46,0.5,A
585,12,1,47,0.5,A
586,12,1,48,0.5,A
587,12,1,49,0.5,A
588,12,1,50,7.0,C
589,12,1,51,0.5,A
590,12,1,52,0.5,A
591,7,0,1,0.5,A
592,7,0,2,0.5,A
593,7,0,3,0.5,A
594,7,0,4,0.5,A
595,7,0,5,0.5,A
596,7,0,6,0.5,A
597,7,0,7,0.5,A
598,7,0,8,0.5,A
599,7,0,9,0.5,A
600,7,0,10,0.5,A
601,7,0,11,0.5,A
602,7,0,12,7.0,C
603,7,0,13,0.5,A
604,7,0,14,0.5,A
605,7,0,15,0.5,A
606,7,0,16,0.5,A
607,7,0,17,0.5,A
608,7,0,18,0.5,A
609,7,0,19,0.5,A
610,7,0,20,0.5,A
611,7,0,21,0.5,A
612,7,0,22,0.5,A
613,7,0,23,7.5,C
614,7,0,24,0.5,A
615,7,0,25,0.5,A
616,7,0,26,0.5,A
617,7,0,27,6.5,B
618,7,0,28,0.5,A
619,7,0,29,13.5,C
620,7,0,30,0.5,A
621,7,0,31,0.5,A
622,7,0,32,6.0,A
623,7,0,33,0.5,A
624,7,0,34,0.5,A
625,7,0,35,0.5,A
626,7,0,36,0.5,A
627,7,0,37,0.5,A
628,7,0,38,0.5,A
629,7,0,39,0.5,A
630,7,0,40,6.5,A
631,7,0,41,0.5,A
632,7,0,42,9.5,A
633,7,0,43,0.5,A
634,7,0,44,0.5,A
635,7,0,45,0.5,A
636,7,0,46,7.5,C
637,7,0,47,14.5,A
638,7,0,48,0.5,A
639,7,0,49,0.5,A
640,7,0,50,0.5,A
641,7,0,51,0.5,A
642,7,0,52,0.5,A
643,7,0,53,0.5,A
644,7,0,54,0.5,A
645,7,0,55,0.5,A
646,7,0,56,0.5,A
647,7,0,57,6.5,C
648,7,0,58,0.5,A
649,7,0,59,0.5,A
650,7,0,60,0.5,A
651,7,0,61,0.5,A
652,7,0,62,0.5,A
653,7,0,63,6.5,A
654,7,0,64,16.5,C
655,7,0,65,0.5,A
656,7,0,66,0.5,A
657,7,0,67,1.0,A
658,7,0,68,7.5,A
659,7,0,69,0.5,A
660,7,0,70,7.0,C
661,7,0,71,7.5,A
662,7,0,72,10.5,A
663,7,0,73,15.0,C
664,7,0,74,0.5,A
665,7,0,75,0.5,A
666,7,0,76,0.5,A
667,7,0,77,0.5,A
668,7,0,78,6.5,C
669,7,0,79,7.0,C
670,7,0,80,7.5,A
671,7,0,81,6.5,B
672,7,0,82,0.5,A
673,7,0,83,0.5,A
674,7,0,84,6.5,B
675,7,0,85,6.0,C
676,7,0,86,0.5,A
677,7,0,87,7.0,C
678,7,0,88,0.5,A
679,7,0,89,0.5,A
680,7,0,90,7.5,B
681,7,0,91,5.5,C
682,7,0,92,7.0,C
683,7,0,93,0.5,A
684,7,0,94,5.5,C
685,7,0,95,0.5,A
686,7,0,96,0.5,A
687,7,0,97,0.5,A
688,7,0,98,0.5,A
689,7,0,99,14.5,C
690,7,0,100,0.5,A
691,7,0,101,15.0,C
692,7,0,102,0.5,A
693,7,0,103,0.5,A
694,7,0,104,0.5,A
695,7,0,105,0.5,A
696,7,0,106,0.5,A
697,7,0,107,7.0,C
698,7,0,108,10.5,A
699,7,0,109,0.5,A
700,7,0,110,8.0,C
701,7,0,111,8.0,B
702,7,0,112,0.5,A
703,7,0,113,0.5,A
704,7,0,114,0.5,A
705,7,0,115,7.5,B
706,7,0,116,0.5,A
707,7,0,117,10.5,A
708,7,0,118,15.5,A
709,7,0,119,0.5,A
710,7,0,120,7.5,B
711,7,0,121,9.5,A
712,7,0,122,0.5,A
713,7,0,123,6.5,B
714,7,0,124,7.5,C
715,7,0,125,0.5,A
716,7,0,126,8.5,A
717,7,0,127,7.5,C
718,7,0,128,0.5,A
719,7,0,129,6.5,C
720,7,0,130,0.5,A
721,7,0,131,0.5,A
722,7,0,132,6.5,C
723,7,0,133,10.0,A
724,7,0,134,14.0,C
725,7,0,135,0.5,A
726,7,0,136,10.0,A
727,7,0,137,8.0,A
728,7,0,138,10.0,A
729,7,0,139,0.5,A
730,13,1,1,0.5,A
731,13,1,2,0.5,A
732,13,1,3,0.5,A
733,13,1,4,0.5,A
734,13,1,5,0.5,A
735,13,1,6,0.5,A
736,13,1,7,0.5,A
737,13,1,8,0.5,A
738,13,1,9,0.5,A
739,13,1,10,0.5,A
740,13,1,11,0.5,A
741,13,1,12,0.5,A
742,13,1,13,0.5,A
743,13,1,14,0.5,A
744,13,1,15,0.5,A
745,13,1,16,0.5,A
746,13,1,17,0.5,A
747,13,1,18,0.5,A
748,13,1,19,0.5,A
749,13,1,20,0.5,A
750,13,1,21,0.5,A
751,13,1,22,0.5,A
752,13,1,23,0.5,A
753,13,1,24,6.5,C
754,13,1,25,0.5,A
755,13,1,26,0.5,A
756,13,1,27,6.5,C
757,13,1,28,0.5,A
758,13,1,29,0.5,A
759,13,1,30,0.5,A
760,13,1,31,6.5,C
761,13,1,32,0.5,A
762,13,1,33,7.0,B
763,13,1,34,0.5,A
764,13,1,35,8.0,A
765,13,1,36,0.5,A
766,13,1,37,0.5,A
767,13,1,38,7.0,C
768,13,1,39,0.5,A
769,13,1,40,0.5,A
770,13,1,41,0.5,A
771,13,1,42,0.5,A
772,13,1,43,0.5,A
773,13,1,44,0.5,A
774,13,1,45,0.5,A
775,13,1,46,7.5,C
776,13,1,47,7.5,B
777,13,1,48,0.5,A
778,13,1,49,0.5,A
779,13,1,50,0.5,A
780,13,1,51,0.5,A
781,13,1,52,6.5,B
782,13,1,53,0.5,A
783,13,1,54,0.5,A
784,13,1,55,6.5,C
785,13,1,56,6.5,C
786,13,1,57,7.0,C
787,13,1,58,0.5,A
788,13,1,59,0.5,A
789,13,1,60,0.5,A
790,13,1,61,0.5,A
791,13,1,62,0.5,A
792,13,1,63,0.5,A
793,13,1,64,0.5,A
794,13,1,65,7.5,C
795,13,1,66,0.5,A
796,13,1,67,0.5,A
797,13,1,68,0.5,A
798,13,1,69,0.5,A
799,13,1,70,0.5,A
800,8,0,1,0.5,A
801,8,0,2,0.5,A
802,8,0,3,0.5,A
803,8,0,4,0.5,A
804,8,0,5,0.5,A
805,8,0,6,7.0,C
806,8,0,7,0.5,A
807,8,0,8,0.5,A
808,8,0,9,0.5,A
809,8,0,10,0.5,A
810,8,0,11,0.5,A
811,8,0,12,0.5,A
812,8,0,13,0.5,A
813,8,0,14,0.5,A
814,8,0,15,6.5,C
815,8,0,16,0.5,A
816,8,0,17,0.5,A
817,8,0,18,0.5,A
818,8,0,19,0.5,A
819,8,0,20,0.5,A
820,8,0,21,6.5,C
821,8,0,22,0.5,A
822,8,0,23,0.5,A
823,8,0,24,0.5,A
824,8,0,25,0.5,A
825,8,0,26,0.5,A
826,8,0,27,0.5,A
827,8,0,28,0.5,A
828,8,0,29,0.5,A
829,8,0,30,0.5,A
830,8,0,31,7.5,C
831,8,0,32,0.5,A
832,8,0,33,0.5,A
833,8,0,34,0.5,A
834,8,0,35,0.5,A
835,8,0,36,0.5,A
836,8,0,37,0.5,A
837,8,0,38,0.5,A
838,8,0,39,0.5,A
839,8,0,40,0.5,A
840,8,0,41,0.5,A
841,8,0,42,0.5,A
842,8,0,43,6.5,C
843,8,0,44,0.5,A
844,8,0,45,7.5,C
845,8,0,46,15.0,C
846,8,0,47,2.0,A
847,8,0,48,0.5,A
848,8,0,49,10.5,A
849,8,0,50,0.5,A
850,8,0,51,0.5,A
851,8,0,52,0.5,A
852,8,0,53,0.5,A
853,8,0,54,0.5,A
854,8,0,55,0.5,A
855,8,0,56,0.5,A
856,8,0,57,0.5,A
857,8,0,58,0.5,A
858,8,0,59,0.5,A
859,8,0,60,0.5,A
860,8,0,61,0.5,A
861,8,0,62,0.5,A
862,8,0,63,0.5,A
863,8,0,64,8.0,B
864,8,0,65,7.0,A
865,8,0,66,0.5,A
866,8,0,67,7.0,A
867,8,0,68,7.0,C
868,8,0,69,0.5,A
869,8,0,70,7.0,C
870,8,0,71,0.5,A
871,8,0,72,0.5,A
872,8,0,73,0.5,A
873,8,0,74,0.5,A
874,8,0,75,0.5,A
875,8,0,76,0.5,A
876,8,0,77,8.0,C
877,8,0,78,1.5,A
878,8,0,79,0.5,A
879,8,0,80,0.5,A
880,8,0,81,0.5,A
881,8,0,82,0.5,A
882,8,0,83,6.5,C
883,8,0,84,0.5,A
884,8,0,85,0.5,A
885,8,0,86,0.5,A
886,8,0,87,7.0,C
887,8,0,88,8.5,B
888,8,0,89,0.5,A
889,8,0,90,13.0,C
890,8,0,91,12.5,C
891,8,0,92,0.5,A
892,8,0,93,6.5,C
893,8,0,94,6.5,A
894,8,0,95,7.0,C
895,8,0,96,0.5,A
896,8,0,97,0.5,A
897,8,0,98,0.5,A
898,8,0,99,8.0,C
899,8,0,100,0.5,A
900,8,0,101,2.5,A
901,8,0,102,14.5,C
902,8,0,103,0.5,A
903,8,0,104,9.0,A
904,8,0,105,0.5,A
905,8,0,106,0.5,A
906,8,0,107,6.5,C
907,8,0,108,0.5,A
908,8,0,109,7.0,A
909,8,0,110,0.5,A
910,8,0,111,0.5,A
911,8,0,112,7.5,C
912,8,0,113,0.5,A
913,8,0,114,0.5,A
914,8,0,115,6.5,C
915,8,0,116,7.0,A
916,8,0,117,0.5,A
917,8,0,118,7.0,C
918,8,0,119,0.5,A
919,8,0,120,6.5,C
920,8,0,121,7.0,C
921,8,0,122,0.5,A
922,8,0,123,0.5,A
923,8,0,124,7.0,C
924,8,0,125,10.5,A
925,8,0,126,0.5,A
926,8,0,127,0.5,A
927,8,0,128,0.5,A
928,8,0,129,8.5,A
929,8,0,130,0.5,A
930,8,0,131,16.5,C
931,8,0,132,0.5,A
932,8,0,133,9.5,A
933,8,0,134,0.5,A
934,8,0,135,9.5,A
935,8,0,136,9.5,A
936,8,0,137,9.0,A
937,8,0,138,6.5,C
938,8,0,139,7.5,A
939,8,0,140,0.5,A
940,8,0,141,0.5,A
941,8,0,142,7.0,C
942,8,0,143,7.0,A
943,8,0,144,7.0,C
944,8,0,145,9.5,A
945,8,0,146,9.5,A
946,8,0,147,1.5,A
947,8,0,148,0.5,A
948,8,0,149,7.0,C
949,8,0,150,8.0,A
950,8,0,151,6.0,A
951,8,0,152,0.5,A
952,8,0,153,8.0,A
953,8,0,154,7.0,C
954,8,0,155,9.5,A
955,8,0,156,7.0,A
956,8,0,157,0.5,A
957,14,1,1,0.5,A
958,14,1,2,0.5,A
959,14,1,3,0.5,A
960,14,1,4,0.5,A
961,14,1,5,0.5,A
962,14,1,6,0.5,A
963,14,1,7,0.5,A
964,14,1,8,0.5,A
965,14,1,9,0.5,A
966,14,1,10,0.5,A
967,14,1,11,0.5,A
968,14,1,12,16.0,C
969,14,1,13,0.5,A
970,14,1,14,0.5,A
971,14,1,15,0.5,A
972,14,1,16,0.5,A
973,14,1,17,0.5,A
974,14,1,18,0.5,A
975,14,1,19,0.5,A
976,14,1,20,0.5,A
977,14,1,21,0.5,A
978,14,1,22,0.5,A
979,14,1,23,0.5,A
980,14,1,24,0.5,A
981,14,1,25,0.5,A
982,14,1,26,6.0,C
983,14,1,27,0.5,A
984,14,1,28,6.5,C
985,14,1,29,5.5,C
986,14,1,30,0.5,A
987,14,1,31,0.5,A
988,14,1,32,0.5,A
989,14,1,33,0.5,A
990,14,1,34,0.5,A
991,14,1,35,0.5,A
992,14,1,36,0.5,A
993,14,1,37,0.5,A
994,14,1,38,1.0,A
995,14,1,39,0.5,A
996,14,1,40,0.5,A
