,RunId,Step,seed,steps_per_second,aisle_speed,number_of_passengers,conformance,seat_assignment_method,Time (s),Boarding completed,Seat shuffle waiting time (s)
7189,59,2777,0,2,0.8,129,40,random,1389.0,True,0.0
7318,53,2901,0,2,0.8,128,90,random,1451.0,True,0.0
7446,58,2777,0,2,0.8,129,30,random,1389.0,True,0.0
7575,62,2777,0,2,0.8,129,70,random,1389.0,True,0.0
7704,61,2777,0,2,0.8,129,60,random,1389.0,True,0.0
7833,60,2777,0,2,0.8,129,50,random,1389.0,True,0.0
7962,63,2777,0,2,0.8,129,80,random,1389.0,True,0.0
8091,66,2655,0,2,0.8,130,0,random,1328.0,True,0.0
8221,65,2777,0,2,0.8,129,100,random,1389.0,True,0.0
8350,64,2777,0,2,0.8,129,90,random,1389.0,True,0.0
8479,70,2655,0,2,0.8,130,40,random,1328.0,True,0.0
8609,67,2655,0,2,0.8,130,10,random,1328.0,True,0.0
8739,68,2655,0,2,0.8,130,20,random,1328.0,True,0.0
8869,71,2655,0,2,0.8,130,50,random,1328.0,True,0.0
8999,72,2655,0,2,0.8,130,60,random,1328.0,True,0.0
9129,69,2655,0,2,0.8,130,30,random,1328.0,True,0.0
9259,74,2655,0,2,0.8,130,80,random,1328.0,True,0.0
9389,73,2655,0,2,0.8,130,70,random,1328.0,True,0.0
9519,75,2655,0,2,0.8,130,90,random,1328.0,True,0.0
9649,76,2655,0,2,0.8,130,100,random,1328.0,True,0.0
9779,79,2890,0,2,0.8,131,20,random,1445.5,True,0.0
9910,77,2890,0,2,0.8,131,0,random,1445.5,True,0.0
10041,78,2890,0,2,0.8,131,10,random,1445.5,True,0.0
10172,82,2890,0,2,0.8,131,50,random,1445.5,True,0.0
10303,80,2890,0,2,0.8,131,30,random,1445.5,True,0.0
10434,84,2890,0,2,0.8,131,70,random,1445.5,True,0.0
10565,81,2890,0,2,0.8,131,40,random,1445.5,True,0.0
10696,85,2890,0,2,0.8,131,80,random,1445.5,True,0.0
10827,83,2890,0,2,0.8,131,60,random,1445.5,True,0.0
10958,86,2890,0,2,0.8,131,90,random,1445.5,True,0.0
11089,87,2890,0,2,0.8,131,100,random,1445.5,True,0.0
11220,88,3175,0,2,0.8,132,0,random,1588.0,True,0.0
11352,89,3175,0,2,0.8,132,10,random,1588.0,True,0.0
11484,91,3175,0,2,0.8,132,30,random,1588.0,True,0.0
11616,90,3175,0,2,0.8,132,20,random,1588.0,True,0.0
11748,92,3175,0,2,0.8,132,40,random,1588.0,True,0.0
11880,93,3175,0,2,0.8,132,50,random,1588.0,True,0.0
12012,95,3175,0,2,0.8,132,70,random,1588.0,True,0.0
12144,94,3175,0,2,0.8,132,60,random,1588.0,True,0.0
12276,99,3019,0,2,0.8,133,0,random,1510.0,True,0.0
12409,100,3019,0,2,0.8,133,10,random,1510.0,True,0.0
12542,101,3019,0,2,0.8,133,20,random,1510.0,True,0.0
12675,103,3019,0,2,0.8,133,40,random,1510.0,True,0.0
12808,102,3019,0,2,0.8,133,30,random,1510.0,True,0.0
12941,96,3175,0,2,0.8,132,80,random,1588.0,True,0.0
13073,97,3175,0,2,0.8,132,90,random,1588.0,True,0.0
13205,98,3175,0,2,0.8,132,100,random,1588.0,True,0.0
13337,104,3019,0,2,0.8,133,50,random,1510.0,True,0.0
13470,107,3019,0,2,0.8,133,80,random,1510.0,True,0.0
13603,105,3019,0,2,0.8,133,60,random,1510.0,True,0.0
13736,106,3019,0,2,0.8,133,70,random,1510.0,True,0.0
13869,108,3019,0,2,0.8,133,90,random,1510.0,True,0.0
14002,109,3019,0,2,0.8,133,100,random,1510.0,True,0.0
14135,110,2941,0,2,0.8,134,0,random,1471.0,True,0.0
14269,111,2941,0,2,0.8,134,10,random,1471.0,True,0.0
14403,112,2941,0,2,0.8,134,20,random,1471.0,True,0.0
14537,114,2941,0,2,0.8,134,40,random,1471.0,True,0.0
14671,116,2941,0,2,0.8,134,60,random,1471.0,True,0.0
14805,113,2941,0,2,0.8,134,30,random,1471.0,True,0.0
14939,115,2941,0,2,0.8,134,50,random,1471.0,True,0.0
15073,118,2941,0,2,0.8,134,80,random,1471.0,True,0.0
15207,117,2941,0,2,0.8,134,70,random,1471.0,True,0.0
15341,119,2941,0,2,0.8,134,90,random,1471.0,True,0.0
15475,121,2880,0,2,0.8,135,0,random,1440.5,True,0.0
15610,120,2941,0,2,0.8,134,100,random,1471.0,True,0.0
15744,123,2880,0,2,0.8,135,20,random,1440.5,True,0.0
15879,122,2880,0,2,0.8,135,10,random,1440.5,True,0.0
16014,124,2880,0,2,0.8,135,30,random,1440.5,True,0.0
16149,125,2880,0,2,0.8,135,40,random,1440.5,True,0.0
16284,126,2880,0,2,0.8,135,50,random,1440.5,True,0.0
