,RunId,Step,seed,steps_per_second,aisle_speed,number_of_passengers,conformance,seat_assignment_method,Time (s),Boarding completed,Seat shuffle waiting time (s)
44479,355,2269,0,2,0.8,127,52,segmented_random_3,1135.0,True,0.0
44606,356,2615,0,2,0.8,127,53,segmented_random_3,1308.0,True,0.0
44733,359,2362,0,2,0.8,127,56,segmented_random_3,1181.5,True,0.0
44860,360,2352,0,2,0.8,127,57,segmented_random_3,1176.5,True,0.0
44987,358,2567,0,2,0.8,127,55,segmented_random_3,1284.0,True,0.0
45114,361,2373,0,2,0.8,127,58,segmented_random_3,1187.0,True,0.0
45241,362,2336,0,2,0.8,127,59,segmented_random_3,1168.5,True,0.0
45368,357,3096,0,2,0.8,127,54,segmented_random_3,1548.5,True,0.0
45495,363,2497,0,2,0.8,127,60,segmented_random_3,1249.0,True,0.0
45622,364,2616,0,2,0.8,127,61,segmented_random_3,1308.5,True,0.0
45749,368,2541,0,2,0.8,127,65,segmented_random_3,1271.0,True,0.0
45876,367,2445,0,2,0.8,127,64,segmented_random_3,1223.0,True,0.0
46003,365,2747,0,2,0.8,127,62,segmented_random_3,1374.0,True,0.0
46130,366,2827,0,2,0.8,127,63,segmented_random_3,1414.0,True,0.0
46257,370,2604,0,2,0.8,127,67,segmented_random_3,1302.5,True,0.0
46384,369,2287,0,2,0.8,127,66,segmented_random_3,1144.0,True,0.0
46511,372,2558,0,2,0.8,127,69,segmented_random_3,1279.5,True,0.0
46638,371,2601,0,2,0.8,127,68,segmented_random_3,1301.0,True,0.0
46765,375,2540,0,2,0.8,127,72,segmented_random_3,1270.5,True,0.0
46892,377,2752,0,2,0.8,127,74,segmented_random_3,1376.5,True,0.0
47019,373,2451,0,2,0.8,127,70,segmented_random_3,1226.0,True,0.0
47146,374,2713,0,2,0.8,127,71,segmented_random_3,1357.0,True,0.0
47273,378,2788,0,2,0.8,127,75,segmented_random_3,1394.5,True,0.0
47400,376,2616,0,2,0.8,127,73,segmented_random_3,1308.5,True,0.0
47527,379,2846,0,2,0.8,127,76,segmented_random_3,1423.5,True,0.0
47654,382,2883,0,2,0.8,127,79,segmented_random_3,1442.0,True,0.0
47781,381,2776,0,2,0.8,127,78,segmented_random_3,1388.5,True,0.0
47908,380,2869,0,2,0.8,127,77,segmented_random_3,1435.0,True,0.0
48035,384,2992,0,2,0.8,127,81,segmented_random_3,1496.5,True,0.0
48162,383,2981,0,2,0.8,127,80,segmented_random_3,1491.0,True,0.0
48289,385,2907,0,2,0.8,127,82,segmented_random_3,1454.0,True,0.0
48416,386,2978,0,2,0.8,127,83,segmented_random_3,1489.5,True,0.0
48543,387,2945,0,2,0.8,127,84,segmented_random_3,1473.0,True,0.0
48670,388,3065,0,2,0.8,127,85,segmented_random_3,1533.0,True,0.0
48797,392,3069,0,2,0.8,127,89,segmented_random_3,1535.0,True,0.0
48924,389,3242,0,2,0.8,127,86,segmented_random_3,1621.5,True,0.0
49051,391,3122,0,2,0.8,127,88,segmented_random_3,1561.5,True,0.0
49178,394,3122,0,2,0.8,127,91,segmented_random_3,1561.5,True,0.0
49305,393,3143,0,2,0.8,127,90,segmented_random_3,1572.0,True,0.0
49432,390,3216,0,2,0.8,127,87,segmented_random_3,1608.5,True,0.0
49559,395,3075,0,2,0.8,127,92,segmented_random_3,1538.0,True,0.0
49686,397,3018,0,2,0.8,127,94,segmented_random_3,1509.5,True,0.0
49813,396,2971,0,2,0.8,127,93,segmented_random_3,1486.0,True,0.0
49940,398,3068,0,2,0.8,127,95,segmented_random_3,1534.5,True,0.0
50067,400,3100,0,2,0.8,127,97,segmented_random_3,1550.5,True,0.0
50194,404,2234,0,2,0.8,128,0,segmented_random_3,1117.5,True,0.0
50322,405,2439,0,2,0.8,128,1,segmented_random_3,1220.0,True,0.0
50450,401,3067,0,2,0.8,127,98,segmented_random_3,1534.0,True,0.0
50577,402,3121,0,2,0.8,127,99,segmented_random_3,1561.0,True,0.0
50704,407,2373,0,2,0.8,128,3,segmented_random_3,1187.0,True,0.0
50832,406,2346,0,2,0.8,128,2,segmented_random_3,1173.5,True,0.0
50960,409,2585,0,2,0.8,128,5,segmented_random_3,1293.0,True,0.0
51088,403,3121,0,2,0.8,127,100,segmented_random_3,1561.0,True,0.0
51215,399,3119,0,2,0.8,127,96,segmented_random_3,1560.0,True,0.0
51342,408,2527,0,2,0.8,128,4,segmented_random_3,1264.0,True,0.0
51470,410,2286,0,2,0.8,128,6,segmented_random_3,1143.5,True,0.0
51598,411,2706,0,2,0.8,128,7,segmented_random_3,1353.5,True,0.0
51726,413,2508,0,2,0.8,128,9,segmented_random_3,1254.5,True,0.0
51854,412,2794,0,2,0.8,128,8,segmented_random_3,1397.5,True,0.0
51982,418,2364,0,2,0.8,128,14,segmented_random_3,1182.5,True,0.0
52110,414,2679,0,2,0.8,128,10,segmented_random_3,1340.0,True,0.0
52238,415,2455,0,2,0.8,128,11,segmented_random_3,1228.0,True,0.0
52366,421,2335,0,2,0.8,128,17,segmented_random_3,1168.0,True,0.0
52494,423,2215,0,2,0.8,128,19,segmented_random_3,1108.0,True,0.0
52622,424,2295,0,2,0.8,128,20,segmented_random_3,1148.0,True,0.0
52750,416,2664,0,2,0.8,128,12,segmented_random_3,1332.5,True,0.0
52878,417,2599,0,2,0.8,128,13,segmented_random_3,1300.0,True,0.0
53006,419,2244,0,2,0.8,128,15,segmented_random_3,1122.5,True,0.0
53134,420,2488,0,2,0.8,128,16,segmented_random_3,1244.5,True,0.0
53262,425,2546,0,2,0.8,128,21,segmented_random_3,1273.5,True,0.0
53390,426,2394,0,2,0.8,128,22,segmented_random_3,1197.5,True,0.0
53518,422,2740,0,2,0.8,128,18,segmented_random_3,1370.5,True,0.0
53646,427,2357,0,2,0.8,128,23,segmented_random_3,1179.0,True,0.0
53774,429,2482,0,2,0.8,128,25,segmented_random_3,1241.5,True,0.0
53902,430,2256,0,2,0.8,128,26,segmented_random_3,1128.5,True,0.0
54030,433,2108,0,2,0.8,128,29,segmented_random_3,1054.5,True,0.0
54158,432,2510,0,2,0.8,128,28,segmented_random_3,1255.5,True,0.0
54286,428,2837,0,2,0.8,128,24,segmented_random_3,1419.0,True,0.0
54414,437,2422,0,2,0.8,128,33,segmented_random_3,1211.5,True,0.0
54542,431,2733,0,2,0.8,128,27,segmented_random_3,1367.0,True,0.0
54670,434,2425,0,2,0.8,128,30,segmented_random_3,1213.0,True,0.0
54798,435,2511,0,2,0.8,128,31,segmented_random_3,1256.0,True,0.0
54926,440,1981,0,2,0.8,128,36,segmented_random_3,991.0,True,0.0
55054,438,2282,0,2,0.8,128,34,segmented_random_3,1141.5,True,0.0
55182,439,2521,0,2,0.8,128,35,segmented_random_3,1261.0,True,0.0
55310,436,2662,0,2,0.8,128,32,segmented_random_3,1331.5,True,0.0
55438,441,2517,0,2,0.8,128,37,segmented_random_3,1259.0,True,0.0
55566,442,2644,0,2,0.8,128,38,segmented_random_3,1322.5,True,0.0
55694,443,2553,0,2,0.8,128,39,segmented_random_3,1277.0,True,0.0
55822,444,2351,0,2,0.8,128,40,segmented_random_3,1176.0,True,0.0
55950,445,2308,0,2,0.8,128,41,segmented_random_3,1154.5,True,0.0
56078,447,2454,0,2,0.8,128,43,segmented_random_3,1227.5,True,0.0
56206,448,2499,0,2,0.8,128,44,segmented_random_3,1250.0,True,0.0
56334,446,2469,0,2,0.8,128,42,segmented_random_3,1235.0,True,0.0
56462,450,2549,0,2,0.8,128,46,segmented_random_3,1275.0,True,0.0
56590,449,2676,0,2,0.8,128,45,segmented_random_3,1338.5,True,0.0
56718,454,2507,0,2,0.8,128,50,segmented_random_3,1254.0,True,0.0
56846,453,2597,0,2,0.8,128,49,segmented_random_3,1299.0,True,0.0
56974,452,2934,0,2,0.8,128,48,segmented_random_3,1467.5,True,0.0
57102,451,2757,0,2,0.8,128,47,segmented_random_3,1379.0,True,0.0
57230,455,2636,0,2,0.8,128,51,segmented_random_3,1318.5,True,0.0
57358,456,2814,0,2,0.8,128,52,segmented_random_3,1407.5,True,0.0
57486,457,2376,0,2,0.8,128,53,segmented_random_3,1188.5,True,0.0
57614,458,2543,0,2,0.8,128,54,segmented_random_3,1272.0,True,0.0
57742,460,2508,0,2,0.8,128,56,segmented_random_3,1254.5,True,0.0
57870,461,2581,0,2,0.8,128,57,segmented_random_3,1291.0,True,0.0
57998,462,2602,0,2,0.8,128,58,segmented_random_3,1301.5,True,0.0
58126,459,2513,0,2,0.8,128,55,segmented_random_3,1257.0,True,0.0
58254,463,2378,0,2,0.8,128,59,segmented_random_3,1189.5,True,0.0
58382,465,2410,0,2,0.8,128,61,segmented_random_3,1205.5,True,0.0
58510,466,2714,0,2,0.8,128,62,segmented_random_3,1357.5,True,0.0
58638,464,2505,0,2,0.8,128,60,segmented_random_3,1253.0,True,0.0
58766,469,2719,0,2,0.8,128,65,segmented_random_3,1360.0,True,0.0
58894,468,2533,0,2,0.8,128,64,segmented_random_3,1267.0,True,0.0
59022,470,2663,0,2,0.8,128,66,segmented_random_3,1332.0,True,0.0
59150,467,3092,0,2,0.8,128,63,segmented_random_3,1546.5,True,0.0
59278,472,2806,0,2,0.8,128,68,segmented_random_3,1403.5,True,0.0
59406,473,2587,0,2,0.8,128,69,segmented_random_3,1294.0,True,0.0
59534,471,2801,0,2,0.8,128,67,segmented_random_3,1401.0,True,0.0
59662,474,2707,0,2,0.8,128,70,segmented_random_3,1354.0,True,0.0
59790,476,2501,0,2,0.8,128,72,segmented_random_3,1251.0,True,0.0
59918,475,2714,0,2,0.8,128,71,segmented_random_3,1357.5,True,0.0
60046,479,2370,0,2,0.8,128,75,segmented_random_3,1185.5,True,0.0
60174,477,2365,0,2,0.8,128,73,segmented_random_3,1183.0,True,0.0
60302,478,2447,0,2,0.8,128,74,segmented_random_3,1224.0,True,0.0
60430,480,2400,0,2,0.8,128,76,segmented_random_3,1200.5,True,0.0
60558,481,2482,0,2,0.8,128,77,segmented_random_3,1241.5,True,0.0
60686,482,2345,0,2,0.8,128,78,segmented_random_3,1173.0,True,0.0
60814,483,2355,0,2,0.8,128,79,segmented_random_3,1178.0,True,0.0
60942,484,2835,0,2,0.8,128,80,segmented_random_3,1418.0,True,0.0
61070,485,2592,0,2,0.8,128,81,segmented_random_3,1296.5,True,0.0
61198,486,2691,0,2,0.8,128,82,segmented_random_3,1346.0,True,0.0
61326,487,2854,0,2,0.8,128,83,segmented_random_3,1427.5,True,0.0
61454,489,2627,0,2,0.8,128,85,segmented_random_3,1314.0,True,0.0
61582,488,2576,0,2,0.8,128,84,segmented_random_3,1288.5,True,0.0
61710,490,2824,0,2,0.8,128,86,segmented_random_3,1412.5,True,0.0
61838,491,2623,0,2,0.8,128,87,segmented_random_3,1312.0,True,0.0
61966,493,2699,0,2,0.8,128,89,segmented_random_3,1350.0,True,0.0
62094,492,2870,0,2,0.8,128,88,segmented_random_3,1435.5,True,0.0
62222,495,2666,0,2,0.8,128,91,segmented_random_3,1333.5,True,0.0
62350,494,2898,0,2,0.8,128,90,segmented_random_3,1449.5,True,0.0
62478,497,2732,0,2,0.8,128,93,segmented_random_3,1366.5,True,0.0
62606,496,2950,0,2,0.8,128,92,segmented_random_3,1475.5,True,0.0
62734,498,2727,0,2,0.8,128,94,segmented_random_3,1364.0,True,0.0
62862,499,2691,0,2,0.8,128,95,segmented_random_3,1346.0,True,0.0
62990,500,2764,0,2,0.8,128,96,segmented_random_3,1382.5,True,0.0
63118,501,2928,0,2,0.8,128,97,segmented_random_3,1464.5,True,0.0
63246,502,2950,0,2,0.8,128,98,segmented_random_3,1475.5,True,0.0
63374,505,2673,0,2,0.8,129,0,segmented_random_3,1337.0,True,0.0
63503,503,2888,0,2,0.8,128,99,segmented_random_3,1444.5,True,0.0
63631,504,2888,0,2,0.8,128,100,segmented_random_3,1444.5,True,0.0
63759,506,2595,0,2,0.8,129,1,segmented_random_3,1298.0,True,0.0
63888,510,2239,0,2,0.8,129,5,segmented_random_3,1120.0,True,0.0
64017,509,2428,0,2,0.8,129,4,segmented_random_3,1214.5,True,0.0
64146,508,2707,0,2,0.8,129,3,segmented_random_3,1354.0,True,0.0
64275,507,2759,0,2,0.8,129,2,segmented_random_3,1380.0,True,0.0
64404,511,2856,0,2,0.8,129,6,segmented_random_3,1428.5,True,0.0
64533,513,2524,0,2,0.8,129,8,segmented_random_3,1262.5,True,0.0
64662,512,2890,0,2,0.8,129,7,segmented_random_3,1445.5,True,0.0
64791,514,2773,0,2,0.8,129,9,segmented_random_3,1387.0,True,0.0
64920,515,2826,0,2,0.8,129,10,segmented_random_3,1413.5,True,0.0
65049,518,2539,0,2,0.8,129,13,segmented_random_3,1270.0,True,0.0
65178,519,2494,0,2,0.8,129,14,segmented_random_3,1247.5,True,0.0
65307,520,2640,0,2,0.8,129,15,segmented_random_3,1320.5,True,0.0
65436,521,2490,0,2,0.8,129,16,segmented_random_3,1245.5,True,0.0
65565,516,2720,0,2,0.8,129,11,segmented_random_3,1360.5,True,0.0
65694,517,2364,0,2,0.8,129,12,segmented_random_3,1182.5,True,0.0
65823,522,2765,0,2,0.8,129,17,segmented_random_3,1383.0,True,0.0
65952,525,2898,0,2,0.8,129,20,segmented_random_3,1449.5,True,0.0
66081,526,2679,0,2,0.8,129,21,segmented_random_3,1340.0,True,0.0
66210,523,2851,0,2,0.8,129,18,segmented_random_3,1426.0,True,0.0
66339,524,2604,0,2,0.8,129,19,segmented_random_3,1302.5,True,0.0
66468,527,2519,0,2,0.8,129,22,segmented_random_3,1260.0,True,0.0
66597,530,2370,0,2,0.8,129,25,segmented_random_3,1185.5,True,0.0
66726,529,3046,0,2,0.8,129,24,segmented_random_3,1523.5,True,0.0
66855,528,2861,0,2,0.8,129,23,segmented_random_3,1431.0,True,0.0
66984,532,2689,0,2,0.8,129,27,segmented_random_3,1345.0,True,0.0
67113,537,2527,0,2,0.8,129,32,segmented_random_3,1264.0,True,0.0
67242,531,2909,0,2,0.8,129,26,segmented_random_3,1455.0,True,0.0
67371,536,2751,0,2,0.8,129,31,segmented_random_3,1376.0,True,0.0
67500,535,2793,0,2,0.8,129,30,segmented_random_3,1397.0,True,0.0
67629,533,3075,0,2,0.8,129,28,segmented_random_3,1538.0,True,0.0
67758,539,2675,0,2,0.8,129,34,segmented_random_3,1338.0,True,0.0
67887,540,2759,0,2,0.8,129,35,segmented_random_3,1380.0,True,0.0
68016,534,2802,0,2,0.8,129,29,segmented_random_3,1401.5,True,0.0
68145,538,2979,0,2,0.8,129,33,segmented_random_3,1490.0,True,0.0
68274,541,2613,0,2,0.8,129,36,segmented_random_3,1307.0,True,0.0
68403,543,2497,0,2,0.8,129,38,segmented_random_3,1249.0,True,0.0
68532,542,2677,0,2,0.8,129,37,segmented_random_3,1339.0,True,0.0
68661,545,2785,0,2,0.8,129,40,segmented_random_3,1393.0,True,0.0
68790,544,2858,0,2,0.8,129,39,segmented_random_3,1429.5,True,0.0
68919,546,2417,0,2,0.8,129,41,segmented_random_3,1209.0,True,0.0
69048,547,2691,0,2,0.8,129,42,segmented_random_3,1346.0,True,0.0
69177,550,2470,0,2,0.8,129,45,segmented_random_3,1235.5,True,0.0
69306,548,2654,0,2,0.8,129,43,segmented_random_3,1327.5,True,0.0
69435,552,2619,0,2,0.8,129,47,segmented_random_3,1310.0,True,0.0
69564,549,2917,0,2,0.8,129,44,segmented_random_3,1459.0,True,0.0
69693,554,2655,0,2,0.8,129,49,segmented_random_3,1328.0,True,0.0
69822,551,2663,0,2,0.8,129,46,segmented_random_3,1332.0,True,0.0
69951,553,2619,0,2,0.8,129,48,segmented_random_3,1310.0,True,0.0
70080,555,2783,0,2,0.8,129,50,segmented_random_3,1392.0,True,0.0
70209,557,2776,0,2,0.8,129,52,segmented_random_3,1388.5,True,0.0
70338,558,2684,0,2,0.8,129,53,segmented_random_3,1342.5,True,0.0
70467,559,2523,0,2,0.8,129,54,segmented_random_3,1262.0,True,0.0
70596,556,2991,0,2,0.8,129,51,segmented_random_3,1496.0,True,0.0
70725,561,2379,0,2,0.8,129,56,segmented_random_3,1190.0,True,0.0
70854,563,2562,0,2,0.8,129,58,segmented_random_3,1281.5,True,0.0
70983,565,2675,0,2,0.8,129,60,segmented_random_3,1338.0,True,0.0
71112,562,2579,0,2,0.8,129,57,segmented_random_3,1290.0,True,0.0
71241,560,3301,0,2,0.8,129,55,segmented_random_3,1651.0,True,0.0
71370,564,2550,0,2,0.8,129,59,segmented_random_3,1275.5,True,0.0
71499,567,2505,0,2,0.8,129,62,segmented_random_3,1253.0,True,0.0
71628,568,2519,0,2,0.8,129,63,segmented_random_3,1260.0,True,0.0
71757,569,2881,0,2,0.8,129,64,segmented_random_3,1441.0,True,0.0
71886,570,2628,0,2,0.8,129,65,segmented_random_3,1314.5,True,0.0
72015,566,2723,0,2,0.8,129,61,segmented_random_3,1362.0,True,0.0
72144,571,2675,0,2,0.8,129,66,segmented_random_3,1338.0,True,0.0
72273,573,2704,0,2,0.8,129,68,segmented_random_3,1352.5,True,0.0
72402,572,3045,0,2,0.8,129,67,segmented_random_3,1523.0,True,0.0
72531,574,2992,0,2,0.8,129,69,segmented_random_3,1496.5,True,0.0
72660,575,2988,0,2,0.8,129,70,segmented_random_3,1494.5,True,0.0
72789,576,2748,0,2,0.8,129,71,segmented_random_3,1374.5,True,0.0
72918,579,2646,0,2,0.8,129,74,segmented_random_3,1323.5,True,0.0
73047,578,2896,0,2,0.8,129,73,segmented_random_3,1448.5,True,0.0
73176,580,2819,0,2,0.8,129,75,segmented_random_3,1410.0,True,0.0
73305,577,2961,0,2,0.8,129,72,segmented_random_3,1481.0,True,0.0
73434,583,2897,0,2,0.8,129,78,segmented_random_3,1449.0,True,0.0
73563,582,2989,0,2,0.8,129,77,segmented_random_3,1495.0,True,0.0
73692,581,3029,0,2,0.8,129,76,segmented_random_3,1515.0,True,0.0
73821,584,2700,0,2,0.8,129,79,segmented_random_3,1350.5,True,0.0
73950,586,2763,0,2,0.8,129,81,segmented_random_3,1382.0,True,0.0
74079,585,2700,0,2,0.8,129,80,segmented_random_3,1350.5,True,0.0
74208,587,2849,0,2,0.8,129,82,segmented_random_3,1425.0,True,0.0
74337,588,2620,0,2,0.8,129,83,segmented_random_3,1310.5,True,0.0
74466,589,2668,0,2,0.8,129,84,segmented_random_3,1334.5,True,0.0
74595,590,3092,0,2,0.8,129,85,segmented_random_3,1546.5,True,0.0
74724,591,2805,0,2,0.8,129,86,segmented_random_3,1403.0,True,0.0
74853,595,2653,0,2,0.8,129,90,segmented_random_3,1327.0,True,0.0
74982,592,2782,0,2,0.8,129,87,segmented_random_3,1391.5,True,0.0
75111,594,2849,0,2,0.8,129,89,segmented_random_3,1425.0,True,0.0
75240,593,3116,0,2,0.8,129,88,segmented_random_3,1558.5,True,0.0
75369,596,2874,0,2,0.8,129,91,segmented_random_3,1437.5,True,0.0
75498,597,3135,0,2,0.8,129,92,segmented_random_3,1568.0,True,0.0
75627,600,3274,0,2,0.8,129,95,segmented_random_3,1637.5,True,0.0
75756,601,3339,0,2,0.8,129,96,segmented_random_3,1670.0,True,0.0
75885,599,3250,0,2,0.8,129,94,segmented_random_3,1625.5,True,0.0
76014,598,3262,0,2,0.8,129,93,segmented_random_3,1631.5,True,0.0
76143,602,3333,0,2,0.8,129,97,segmented_random_3,1667.0,True,0.0
76272,604,3340,0,2,0.8,129,99,segmented_random_3,1670.5,True,0.0
76401,603,3340,0,2,0.8,129,98,segmented_random_3,1670.5,True,0.0
76530,606,2707,0,2,0.8,130,0,segmented_random_3,1354.0,True,0.0
76660,607,2506,0,2,0.8,130,1,segmented_random_3,1253.5,True,0.0
76790,605,3340,0,2,0.8,129,100,segmented_random_3,1670.5,True,0.0
76919,608,2536,0,2,0.8,130,2,segmented_random_3,1268.5,True,0.0
77049,609,3028,0,2,0.8,130,3,segmented_random_3,1514.5,True,0.0
77179,616,2158,0,2,0.8,130,10,segmented_random_3,1079.5,True,0.0
77309,615,2183,0,2,0.8,130,9,segmented_random_3,1092.0,True,0.0
77439,611,2424,0,2,0.8,130,5,segmented_random_3,1212.5,True,0.0
77569,613,2235,0,2,0.8,130,7,segmented_random_3,1118.0,True,0.0
77699,610,2839,0,2,0.8,130,4,segmented_random_3,1420.0,True,0.0
77829,612,2516,0,2,0.8,130,6,segmented_random_3,1258.5,True,0.0
77959,614,2487,0,2,0.8,130,8,segmented_random_3,1244.0,True,0.0
78089,619,2257,0,2,0.8,130,13,segmented_random_3,1129.0,True,0.0
78219,617,2729,0,2,0.8,130,11,segmented_random_3,1365.0,True,0.0
78349,618,2756,0,2,0.8,130,12,segmented_random_3,1378.5,True,0.0
78479,621,2386,0,2,0.8,130,15,segmented_random_3,1193.5,True,0.0
78609,622,2288,0,2,0.8,130,16,segmented_random_3,1144.5,True,0.0
78739,620,2775,0,2,0.8,130,14,segmented_random_3,1388.0,True,0.0
78869,623,2767,0,2,0.8,130,17,segmented_random_3,1384.0,True,0.0
78999,624,2666,0,2,0.8,130,18,segmented_random_3,1333.5,True,0.0
79129,625,2529,0,2,0.8,130,19,segmented_random_3,1265.0,True,0.0
79259,627,2488,0,2,0.8,130,21,segmented_random_3,1244.5,True,0.0
79389,626,2745,0,2,0.8,130,20,segmented_random_3,1373.0,True,0.0
79519,630,2462,0,2,0.8,130,24,segmented_random_3,1231.5,True,0.0
79649,628,2658,0,2,0.8,130,22,segmented_random_3,1329.5,True,0.0
79779,631,2578,0,2,0.8,130,25,segmented_random_3,1289.5,True,0.0
79909,632,2838,0,2,0.8,130,26,segmented_random_3,1419.5,True,0.0
80039,635,2324,0,2,0.8,130,29,segmented_random_3,1162.5,True,0.0
80169,634,2826,0,2,0.8,130,28,segmented_random_3,1413.5,True,0.0
80299,633,2748,0,2,0.8,130,27,segmented_random_3,1374.5,True,0.0
80429,636,2641,0,2,0.8,130,30,segmented_random_3,1321.0,True,0.0
80559,637,2616,0,2,0.8,130,31,segmented_random_3,1308.5,True,0.0
80689,640,2245,0,2,0.8,130,34,segmented_random_3,1123.0,True,0.0
80819,638,2676,0,2,0.8,130,32,segmented_random_3,1338.5,True,0.0
80949,641,2471,0,2,0.8,130,35,segmented_random_3,1236.0,True,0.0
81079,639,2471,0,2,0.8,130,33,segmented_random_3,1236.0,True,0.0
81209,642,2476,0,2,0.8,130,36,segmented_random_3,1238.5,True,0.0
81339,646,2545,0,2,0.8,130,40,segmented_random_3,1273.0,True,0.0
81469,645,2582,0,2,0.8,130,39,segmented_random_3,1291.5,True,0.0
81599,647,2652,0,2,0.8,130,41,segmented_random_3,1326.5,True,0.0
81729,643,2716,0,2,0.8,130,37,segmented_random_3,1358.5,True,0.0
81859,644,2858,0,2,0.8,130,38,segmented_random_3,1429.5,True,0.0
81989,648,2686,0,2,0.8,130,42,segmented_random_3,1343.5,True,0.0
82119,652,2837,0,2,0.8,130,46,segmented_random_3,1419.0,True,0.0
82249,656,2522,0,2,0.8,130,50,segmented_random_3,1261.5,True,0.0
82379,653,2528,0,2,0.8,130,47,segmented_random_3,1264.5,True,0.0
82509,655,2737,0,2,0.8,130,49,segmented_random_3,1369.0,True,0.0
82639,661,3015,0,2,0.8,130,55,segmented_random_3,1508.0,True,0.0
82769,658,2970,0,2,0.8,130,52,segmented_random_3,1485.5,True,0.0
82899,662,2753,0,2,0.8,130,56,segmented_random_3,1377.0,True,0.0
83029,659,2898,0,2,0.8,130,53,segmented_random_3,1449.5,True,0.0
83159,654,2851,0,2,0.8,130,48,segmented_random_3,1426.0,True,0.0
83289,660,2734,0,2,0.8,130,54,segmented_random_3,1367.5,True,0.0
83419,666,2976,0,2,0.8,130,60,segmented_random_3,1488.5,True,0.0
83549,657,2715,0,2,0.8,130,51,segmented_random_3,1358.0,True,0.0
83679,667,2624,0,2,0.8,130,61,segmented_random_3,1312.5,True,0.0
83809,663,2587,0,2,0.8,130,57,segmented_random_3,1294.0,True,0.0
83939,665,2749,0,2,0.8,130,59,segmented_random_3,1375.0,True,0.0
84069,668,2555,0,2,0.8,130,62,segmented_random_3,1278.0,True,0.0
84199,664,2692,0,2,0.8,130,58,segmented_random_3,1346.5,True,0.0
84329,669,2751,0,2,0.8,130,63,segmented_random_3,1376.0,True,0.0
84459,670,2842,0,2,0.8,130,64,segmented_random_3,1421.5,True,0.0
84589,671,2846,0,2,0.8,130,65,segmented_random_3,1423.5,True,0.0
84719,672,2882,0,2,0.8,130,66,segmented_random_3,1441.5,True,0.0
84849,673,2721,0,2,0.8,130,67,segmented_random_3,1361.0,True,0.0
84979,674,2853,0,2,0.8,130,68,segmented_random_3,1427.0,True,0.0
85109,675,2971,0,2,0.8,130,69,segmented_random_3,1486.0,True,0.0
85239,676,2988,0,2,0.8,130,70,segmented_random_3,1494.5,True,0.0
85369,677,3271,0,2,0.8,130,71,segmented_random_3,1636.0,True,0.0
85499,678,3051,0,2,0.8,130,72,segmented_random_3,1526.0,True,0.0
85629,679,3182,0,2,0.8,130,73,segmented_random_3,1591.5,True,0.0
85759,680,3068,0,2,0.8,130,74,segmented_random_3,1534.5,True,0.0
85889,681,3017,0,2,0.8,130,75,segmented_random_3,1509.0,True,0.0
86019,683,2862,0,2,0.8,130,77,segmented_random_3,1431.5,True,0.0
86149,682,3057,0,2,0.8,130,76,segmented_random_3,1529.0,True,0.0
86279,684,2939,0,2,0.8,130,78,segmented_random_3,1470.0,True,0.0
86409,685,3129,0,2,0.8,130,79,segmented_random_3,1565.0,True,0.0
86539,688,2890,0,2,0.8,130,82,segmented_random_3,1445.5,True,0.0
86669,687,2978,0,2,0.8,130,81,segmented_random_3,1489.5,True,0.0
86799,686,3327,0,2,0.8,130,80,segmented_random_3,1664.0,True,0.0
86929,689,3141,0,2,0.8,130,83,segmented_random_3,1571.0,True,0.0
87059,690,3161,0,2,0.8,130,84,segmented_random_3,1581.0,True,0.0
87189,691,3109,0,2,0.8,130,85,segmented_random_3,1555.0,True,0.0
87319,692,2974,0,2,0.8,130,86,segmented_random_3,1487.5,True,0.0
87449,693,3126,0,2,0.8,130,87,segmented_random_3,1563.5,True,0.0
87579,694,3075,0,2,0.8,130,88,segmented_random_3,1538.0,True,0.0
87709,695,3147,0,2,0.8,130,89,segmented_random_3,1574.0,True,0.0
87839,697,3153,0,2,0.8,130,91,segmented_random_3,1577.0,True,0.0
87969,696,3291,0,2,0.8,130,90,segmented_random_3,1646.0,True,0.0
88099,698,3068,0,2,0.8,130,92,segmented_random_3,1534.5,True,0.0
88229,699,3320,0,2,0.8,130,93,segmented_random_3,1660.5,True,0.0
88359,700,3236,0,2,0.8,130,94,segmented_random_3,1618.5,True,0.0
88489,701,3324,0,2,0.8,130,95,segmented_random_3,1662.5,True,0.0
88619,702,3386,0,2,0.8,130,96,segmented_random_3,1693.5,True,0.0
88749,704,3377,0,2,0.8,130,98,segmented_random_3,1689.0,True,0.0
88879,707,2941,0,2,0.8,131,0,segmented_random_3,1471.0,True,0.0
89010,703,3434,0,2,0.8,130,97,segmented_random_3,1717.5,True,0.0
89140,706,3412,0,2,0.8,130,100,segmented_random_3,1706.5,True,0.0
89270,705,3412,0,2,0.8,130,99,segmented_random_3,1706.5,True,0.0
89400,708,2796,0,2,0.8,131,1,segmented_random_3,1398.5,True,0.0
89531,710,2296,0,2,0.8,131,3,segmented_random_3,1148.5,True,0.0
89662,709,3210,0,2,0.8,131,2,segmented_random_3,1605.5,True,0.0
89793,711,2537,0,2,0.8,131,4,segmented_random_3,1269.0,True,0.0
89924,712,2916,0,2,0.8,131,5,segmented_random_3,1458.5,True,0.0
90055,713,2242,0,2,0.8,131,6,segmented_random_3,1121.5,True,0.0
90186,714,2574,0,2,0.8,131,7,segmented_random_3,1287.5,True,0.0
90317,716,2594,0,2,0.8,131,9,segmented_random_3,1297.5,True,0.0
